text,ref,Unnamed: 2,translated,source_zip_file,chrf_sentence,corpus_bleu,corpus_chrf
"These depict the kind of chief/king that is, the clan, the town, or whatever he wishes to put across to his people.","Wɔnam wei so da ɔhene ko, abusua ko a ɔfiri mu, kuro ko, anaa deɛ ɔhene no pɛ sɛ ɔde to ne manfoɔ anim adi.",,"{""result"":""Eyinom kyerɛ ɔsahene/ɔhene a ɔyɛ, abusua no, kurow no, anaa biribiara a ɔpɛ sɛ ɔde ma ne nkurɔfo.""}",run1,34.22878334429373,5.584506799191252,5.572755417956656
He graduated from university and came to Ghana to join the liberation struggle for the founding of the United Gold Coast Convention (UGCC).,Ɔwiee suapɔn no na ɔbaa Ghana bɛkaa mpanimfoɔ a na wɔrepere faahodie ama ɔman no ho maa wɔtee United Gold Coast Convention (UGCC) amanyɔkuo no.,,"{""result"":""Owiee suapɔn no na ɔbaa Ghana bɛkaa fawohodi ko a na wɔrebɔ no ma United Gold Coast Convention (UGCC) no (United Gold Coast convention) no ho.""}",run1,56.69456988739837,5.584506799191252,5.572755417956656
A mother who has lost both breasts to breast cancer.,Maame bi a nufoɔ mu kokoram ama wahwere ne nufo mmienu no nyinaa.,,"{""result"":""Ɔbea bi a wanya nufu abien nyinaa afi nufu mu kokoram mu.""}",run1,33.459677606876234,5.584506799191252,5.572755417956656
"before they will start the naming ceremony, they first pour libation to seek blessings from God, Asase Yaa, gods and ancesters.","Ansa na wɔbɛhyɛ abadintoɔ no ase no, wɔdi kan gu nsa de srɛ nhyira firi Tweaduampɔn, Asaase Yaa, Nananom abosom ne Nsamanfoɔ no nyinaa hɔ.",,"{""result"":""ansa na wɔbɛhyɛ dinhyɛ no ase no, wodi kan hwiee afɔrebɔde gu hɔ hwehwɛe sɛ Onyankopɔn, Asase Yaa, anyame ne nananom bɛhyira wɔn.""}",run1,38.570046596840406,5.584506799191252,5.572755417956656
This made schooling and education very important at the time.,Yei maa sukuukɔ ne nwomasua ho baa asɛm pa ara saa berɛ no.,,"{""result"":""Eyi maa sukuu ne nhomasua ho hiae paa saa bere no.""}",run1,43.44675669964676,5.584506799191252,5.572755417956656
A person who observe that the ritual are perform a young lady is called Brahemmaa,"Onipa a ɔhwɛ goro mmaa bra tete no, wɔfrɛ no Brahemmaa.",,"{""result"":""Onipa a odi adeyɛ no ho dwuma ma ababaa no yɛ Brahemmaa""}",run1,32.67854150839881,5.584506799191252,5.572755417956656
Cancer is one of the biggest and most terrible diseases and it’s very hard to fight.,Kokoram yɛ yadeɛ kɛseɛ baako a ɛyɛ hu na ne ko nso yɛ den yie.,,"{""result"":""Kokoram yɛ yare a ɛyɛ hu sen biara no mu biako, na ɛyɛ den sɛ wobekum.""}",run1,38.64305425963322,5.584506799191252,5.572755417956656
"The workers also demanded the resignation of some of the company's mangers don’t have any documents to show their re-employment, hence the need for their immediate removal from office.","Adwumayɛfoɔ no pɛ sɛ mpanimfoɔ binom a wɔhwɛ adwumakuo no so no firi wɔn diberɛ no so ɛsiane sɛ baabi a wɔaduru no, ɛyɛ nhyɛ sɛ wɔn mfeɛ no nti wɔfiri adwuma no mu.",,"{""result"":""Adwumayɛfo no nso kae sɛ ɛsɛ sɛ adwumakuw no mu mpanyimfo bi gyae adwuma efisɛ wonni krataa biara a wɔde bɛkyerɛ sɛ wɔasan agye wɔn adwuma, enti ɛsɛ sɛ wotu wɔn fi wɔn adwuma mu ntɛm ara.""}",run1,33.73399896959686,5.584506799191252,5.572755417956656
"For this reason, it was used in some dishes such as bread and butter.","Yei nti, na wɔde yɛ nkwan binom te sɛ abunuabunu ne abɛnkwan.",,"{""result"":""Eyi nti, wɔde dii dwuma wɔ nnuan bi te sɛ paanoo ne mmɔre mu.""}",run1,23.370819070158525,5.584506799191252,5.572755417956656
3.Mango: This fruit is often touted as the king of all fruits.,3.Amango: Wɔtaa bɔ saa aduaba yi mmrane sɛ nnuaba nyinaa hene.,,"{""result"":""3.Mango: Wɔtaa ka sɛ aba yi ne aba nyinaa hene.""}",run1,47.83207407055895,5.584506799191252,5.572755417956656
Adinkra Symbols historically come from Bonos in the Gyaaman enclave,Adinkra Agyinahyɛdeɛ abɔseɛ ankasa firi Abonofoɔ a wɔwɔ Gyaaman nkyɛn.,,"{""result"":""Adinkra ahyɛnsode no fi tete Bonos a ɛwɔ Gyaaman no mu""}",run1,30.71564705380506,5.584506799191252,5.572755417956656
Cut your fingernails whenever they are grown. Regularly trimming your feet and nails can protect you from certain microorganisms that can penetrate your nails and cause infections.,"Twitwa wo mmɔwerɛ berɛ biara a ɛbɛfu. Wotwitwa wo nan ne wo mmɔwerɛ berɛ ano berɛ ano a, ɛtumi bɔ wo ho ban firi mmoawa nketenkete binom a wɔbɛtumi awurawura wo mmɔwerɛ no mu akɔfa nyarewa aberɛ wo no ho.",,"{""result"":""Sɛ wohyɛ wo nan ase ne wo nsateaa so a, ebetumi abɔ wo ho ban afi mmoawammoawa bi a wobetumi afa wo nsatiaa mu na wɔama woanya nyarewa ho.""}",run1,27.680617829121562,5.584506799191252,5.572755417956656
"The Government is asking the Government Employees Unions to hold it in the same respectful manner and to take into account the current financial crisis, and to be patient and to present a wish to the Government without thinking about the Government . . . .","Aban no resrɛ Aban Adumayɛfoɔ Nkabomkuo ahodoɔ no sɛ, anidie mu ara wɔnkurakura no saa ara na wɔmfa wɔn ani nto mprempren yi sikaseɛm mu ahokyerɛ a aba no so, na sɛ wɔde apɛdeɛ bi bɛto aban anim a wɔnnwene aban ho, na wɔnto wɔn bo ase.",,"{""result"":""Aban no reka akyerɛ Aban Adwumayɛfo Akuw no sɛ wɔmfa obu saa ara nyɛ na wɔmfa sikasɛm mu ahokyere a ɛrekɔ so no nyɛ ade, na wɔnnya abotare na wɔmfa wɔn pɛ mma Aban no a wɔrenka sɛ wɔdwene aban no ho . . . ""}",run1,39.346995848610014,5.584506799191252,5.572755417956656
"In the olden days, our grandparents used to go hunting for crabs to prepare soup.","Tete no, na yɛn nananom taa kɔ kɔtɔbɔ kɔpɛ nkɔtɔ bebree de bɛyɛ nkwan di.",,"{""result"":""Tete no, na yɛn nananom taa kɔhwehwɛ nkekantwɛre de yɛ brɛ.""}",run1,46.044255838413356,5.584506799191252,5.572755417956656
The rest of the names are from situation or the day the child was born.,Edin ahodoɔ a aka no nyinaa firi tebea bi anaa ɛda a wɔwoo abɔfra no mu.,,"{""result"":""Din a aka no fi tebea anaa da a wɔwoo abofra no mu.""}",run1,43.67635106462198,5.584506799191252,5.572755417956656
Diabetes can damage the blood vessels of the legs and feet.,Asikyire yadeɛ tumi sɛe ntini a ɛma nan ne nansowa mogya no.,,"{""result"":""Asikreyare betumi asɛe mogya ntini a ɛwɔ nan ne nan mu no.""}",run1,42.61035738258636,5.584506799191252,5.572755417956656
"These things are a source of love, and bring special happiness to lovers","Saa nneԑma yinom yԑ adeԑ a ԑhyԑ ᴐdᴐ mu den, na ԑde anigyeԑ soronko brԑ adᴐfoᴐ.",,"{""result"":""Saa nneɛma yi yɛ ɔdɔ ho ade, na ɛma wɔn a wɔdɔ wɔn no ani gye paa.""}",run1,22.083959110417304,5.584506799191252,5.572755417956656
Listening to music can help the brain to recall things.,Nnwomtie boa ma adwene no tumi kaekae nnoɔma ntɛm.,,"{""result"":""Nnwom a wotie no betumi aboa w'adwene ma akae nneɛma.""}",run1,35.720648204261295,5.584506799191252,5.572755417956656
the mother wear white cloth as well as the child also wear white dress.,Ɔbaatan no fura ntoma fitaa na abɔfra no nso ahyɛ ataadeɛ fitaa saa ara.,,"{""result"":""ɛna no hyɛ ntade fitaa na abofra no nso hyɛ ntadeɛ fitaa.""}",run1,40.1796556117539,5.584506799191252,5.572755417956656
"I take this opportunity to ask the institute of language and culture that, we know that they are still working on writing Bono Twi, but it would have been a little earlier, because research and studies shows that if we take our eyes off a language, that  particular language will die out of the system.","Menam saa akwanya yi so resrɛ asoɛeɛ a ɛwↄ kasa ne amammerɛ so no sɛ, yɛnim sɛ wↄgu so redi ho dwuma sɛ wↄbɛtwerɛ Bono Twi no deɛ, nanso anka ɛyɛɛ ntɛm kakra a anka ɛyɛ, ɛfiri sɛ nhwehwɛmu ne adesua kyerɛ sɛ, sɛ yɛyi yɛn ani ma kasa bi pii a ɛwu.",,"{""result"":""Mede hokwan yi bisa kasa ne amammerɛ adesuabea no sɛ, yɛnim sɛ wɔda so ara reyɛ adwuma wɔ Bono Twi ho, nanso anka ɛsɛ sɛ wɔyɛ no ntɛm kakra, ɛfiri sɛ nhwehwɛmu ne nhwehwɛmu kyerɛ sɛ sɛ yɛyi yɛn ani firi kasa bi so a, saa kasa no bɛwu afiri mu.""}",run1,53.27388484735385,5.584506799191252,5.572755417956656
This does not imply that you should overeat them if you are unable to conceive.,Wei nkyerԑ sԑ woanyinsԑm a di no mmorosoᴐ.,,"{""result"":""Eyi nkyerɛ sɛ sɛ wuntumi nyinsɛn a, ɛsɛ sɛ wudi wɔn dodo.""}",run1,22.003243792114716,5.584506799191252,5.572755417956656
"When he was five his father lost his life, and when he was sixteen he dropped out of school.","Ɔdii mfeɛ nnum no na ne papa hweree ne nkwa, ɔnyaa mfeɛ du nsia no nso na ɔgyaee sukuukɔ.",,"{""result"":""Bere a odii mfe anum no, ne papa wui, na bere a owiee sukuu no, na wadi mfe dunsia.""}",run1,32.85115366614703,5.584506799191252,5.572755417956656
all these are good characters that can make one be a successful person in life.,Yeinom nyinaa yɛ suban pa a sɛ woma ɛdi w'anim a wobɛtumi adi yie wɔ abrabɔ mu.,,"{""result"":""eyinom nyinaa yɛ suban pa a ebetumi ama obi anya nkɔso wɔ asetram.""}",run1,40.89754908540312,5.584506799191252,5.572755417956656
An example of this type of death is when someone has reported a headache and on that same day the person has lost their life.,Saa wuo yi ho nhwɛsoɔ ne sɛ obi aka sɛ ne ti yɛ no ya na saa da no ara onipa no ahwere ne nkwa.,,"{""result"":""Sɛ obi ka sɛ ne ti yɛ no yaw na saa da no ara na owu a, ɛno yɛ owu a ɛte saa ho nhwɛso.""}",run1,47.765738439455355,5.584506799191252,5.572755417956656
"A petition has been issued, requesting residents of these areas to be in their houses at night. This is a cultural tradition and a way to honor the departed chief.","Ɛho adesrɛ aba sɛ wɔn a wɔtete saa beaeɛ no nyinaa nhyɛ wɔn dan mu anadwo no nyinaa wɔ berɛ a wɔbɛdundum kanea no mu, na wɔmfa nkyerɛ anidie a wɔwɔ ma wɔn hene yi.",,"{""result"":""Wɔatintim nkrataa bi a wɔabisa nkuraase yi nnipa sɛ wɔnkɔ wɔn afie mu anadwo. Eyi yɛ amammerɛ ne ɔkwan a wɔfa so hyɛ ɔpanin a wawu no anuonyam.""}",run1,26.413221496068935,5.584506799191252,5.572755417956656
"The government through the Department of County Local Government and two other bodies responsible for development and finance constructed this building located on the County capital, Nareligu.","Aban nam Asoeɛ a ɛhwɛ Mantam Amammuo nketewa soɔ no ne akuo afoforɔ mmienu bi a wɔhwɛ mpuntuo ne sikasɛm soɔ no so na ɛsii saa dan yi a ɛsi Mantam no kuropɔn, Nareligu so.",,"{""result"":""Aban no nam County Aban a Ɛhwɛ Ɔman no So ne nnwumakuw abien foforo a wɔhwɛ nkɔso ne sikasɛm so na wosii dan yi a ɛwɔ County ahenkurow Nareligu no so.""}",run1,35.354752488697244,5.584506799191252,5.572755417956656
Singer Ephraim Amu's song written in Ghana reads:,Ɔdwomtoni Ephraim Amu dwom a ɔtwerɛ Ghana no mu nsɛm se:,,"{""result"":""Nnwomtofo Ephraim Amu a ɔtwerɛɛ no wɔ Ghana no ka sɛ:""}",run1,45.0795172846058,5.584506799191252,5.572755417956656
"Then, you can share this knowledge with others, and they will be self-sufficient.","Afei, wobɛtumi akyɛ ama afoforɔ nso nsa aka nimdeɛ yi, na wɔada wɔn ho so.",,"{""result"":""Afei, wubetumi aka saa nimdeɛ yi akyerɛ afoforo, na wɔn nso betumi anya wɔn ho.""}",run1,45.94442953175077,5.584506799191252,5.572755417956656
"Because of this, they should consider the struggling citizens and reduce the prices of their products","Wei nti sɛ wɔbɛtumi atete wɔn nneɛma no so nko ara deɛ a, wɔmfa wɔn ani nto nnipa a wɔte ɔman yi mu a wɔrebrɛ no.",,"{""result"":""Eyi nti, ɛsɛ sɛ wosusuw ɔmanfo a wɔrepere no ho na wɔtew wɔn nneɛma bo so""}",run1,26.387574533941198,5.584506799191252,5.572755417956656
"Investigations shows that, after the match, Tuchel went to the football pitch in Cobham where the Chelsea players were preparing themselves to congratulate them and have a chat with them on the match.","Nhwehwɛmu kyerɛ sɛ, akansie no akyi no, Tuchel kↄↄ agoprama a Chelsea foↄ siesie wↄn ho wↄ so wↄ Cobham no so sɛ ↄrekↄbↄ wↄn aba so na ↄne wↄn adi akansie no ho nkↄmmↄ.",,"{""result"":""Nhwehwɛmu kyerɛ sɛ, wɔ agoru no akyi no, Tuchel kɔɔ agoru mu wɔ Cobham baabi a na Chelsea agodifo no reboaboa wɔn ho sɛ wɔbɛkamfo wɔn na wɔne wɔn abɔ nkɔmmɔ wɔ agorɔ no ho.""}",run1,38.9334687376412,5.584506799191252,5.572755417956656
It can make men sexually active,Ɛtumi ma mmarima ho yε den wᴐ mpam ne nna mu nsεm mu.,,"{""result"":""Ebetumi ama mmarima anya nna ho akɔnnɔ""}",run1,28.930984206812767,5.584506799191252,5.572755417956656
USA is a country with a very large population.,USA yɛ ɔman a ɛmu nnipa dɔɔso pa ara.,,"{""result"":""USA yɛ ɔman a emu nnipa dɔɔso.""}",run1,61.07142039913375,5.584506799191252,5.572755417956656
"The charges against Aisha Huang include her return to the country, engaging in galamsey (illegal mining) without authorization, assisting others to undertake illegal mining activities, and illegally employing foreigners.","Ɛnonom ne ba a ɔsane baa ɔman yi mu wɔ berɛ a wɔabara no wɔ ho, galamsey adwuma a ɔbɛyɛeɛ a mmara mmaa no ho kwan, boa a ɔboaa afoforɔ binom maa wɔde wɔn ho hyɛɛ fam agudeɛtuo adwuma no mu ne amamfrafoɔ binom wamfa mmara kwan so de faa wɔn adwuma.",,"{""result"":""Nsɛm a wɔde ato Aisha Huang so no bi ne sɛ ɔsan baa ɔman no mu, ɔde ne ho hyɛɛ galamsey (mfuw a wɔatu agu wɔ mmara kwan so) mu a wɔamfa ho kwan, ɔboaa afoforo ma wɔyɛɛ nneɛma a wɔtu agu wɔ Mmara kwan so, na ɔde ananafo yɛɛ adwuma wɔ mmara biara akyi.""}",run1,37.94167389212042,5.584506799191252,5.572755417956656
"He thereby asked the government to come and build their roads for them and protect his name, the name of the city, and the name of his political party, so that they too would have their share, otherwise they would vote, but they were given eyes will turn to the other side.","Ↄnam wei so srɛɛ aban sɛ ɔmmɛyɛ wɔn akwan no mma wɔn na ɔmmɔ ne din, kuro no din, ne n’amanyɔkuo no din ho ban, na wɔn nso nnya wɔn kyɛfa bi, ɛnnyɛ saa a, wɔbɛto aba no deɛ, nanso wɔde wɔn ani bɛkyerɛ ɔfa foforɔ so.",,"{""result"":""Enti ɔka kyerɛɛ aban no sɛ wɔnkɔyɛ wɔn akwan mma wɔn na wɔnbɔ ne din, kurow no din, ne amanyɔkuw no din ho ban, sɛnea ɛbɛyɛ a wɔn nso benya wɔn kyɛfa, anyɛ saa a wobesi gyinae, nanso wɔde wɔn ani bɛdan akɔ ɔfã foforo no so.""}",run1,55.64789875545796,5.584506799191252,5.572755417956656
"Anytime we get chance to visit the kenteweaver at Bonwire, we will know the type of kente and new ones and how it is been weaved.","Berɛ biara a yɛbɛnya kwan akɔ Bonwire Kentenwonobea hɔ no, yɛbɛtumi ahunu kente no mu ahodoɔ a yɛrebɛhwɛ no seesei ara ne afoforɔ pii nso ɛka ho, ne kwan a wɔfa so yɛ no.",,"{""result"":""Bere biara a yɛbɛkɔ Bonwire kente-weaver no hɔ no, yebehu kente ahorow ne foforo ne sɛnea wɔwen no.""}",run1,29.093369490275233,5.584506799191252,5.572755417956656
"Dommo sprouts from a dead apple tree, sibire sprouts from a hidden tree(Hence the saying, : ""If you pluck a vine you mean to hide it""), grass sprouts from a dry ground, and soil from a weed.","Dommo fifiri abɛ dua a awuo ho, sibire fifiri esie ho(Ɛno nti na wɔbuu bɛ bi sɛ, : ""Sɛ wotu mmire a na woakyerɛ sie"" no), nkankom fifiri asase kesee so, ɛnna asaseɛ nso fifiri dufɔkyeɛ ho.",,"{""result"":""Dommo fi aprɛ dua a awu mu, sibire fi dua a ahintaw mu ((Ɛno nti na wɔtaa ka sɛ: \""Sɛ wotwa bobe a, na ɛkyerɛ sɛ wode rebɛkora so\""), sare fi asase a akyen mu, na asase fi nwura bɔne mu.""}",run1,36.427762199705114,5.584506799191252,5.572755417956656
Can we stop these?,Yεbεtumi agyae weinom?,,"{""result"":""Yɛbɛtumi agyae saa nneɛma yi?""}",run1,35.30983419460494,5.584506799191252,5.572755417956656
the district whose people are not living in extreme poverty is the Dormaa West district (9. 9%).,Mansini wɔn ho nhyɛ da nkyere wɔn pii wɔ Bono Ahafo Mantam mu sɛdeɛ nhwehwɛnu no daa no adi ne Dɔmaa Atɔeɛ Fam Mansini no mufoɔ (9. 9%).,,"{""result"":""Ɔmantam a emufo nni ohia mu paa ne Dormaa Atɔe (9.9%).""}",run1,19.35353977896295,5.584506799191252,5.572755417956656
"laziness in marriage; marriage or dating need corrections and working, so if both decides to work on their relationship together, it will help the marriage to be successful.","Awadeɛ mu akwadworɔ; Awadeɛ anaa mpenatweɛ biara hia nsiesie ne adwuma, ne saa nti sɛ baanu no nyinaa yɛ wɔn adwene sɛ wɔbɛka abɔ mu ayɛ wɔn ayɔnkofa no ho adwuma a, ɛbɛboa ama awadeɛ no anyini na ayɛ fɛ.",,"{""result"":""sɛ́ awarefo no, sɛ́ wɔyɛ anihafo anaa wɔn ho dɔfo no hia nsakrae ne adwuma, enti sɛ wɔn baanu nyinaa si gyinae sɛ wɔbɛbom ayɛ wɔn aware no ho adwuma a, ɛbɛboa ma aware no akɔ yiye.""}",run1,39.86067677807796,5.584506799191252,5.572755417956656
"Experts say that when women eat carrots it keep their body's hormones in the right place, it helps to keep the hormones in their body working properly.","Animdefoɔ kyerɛ sɛ, sɛ mmaa di karɔto ma asikyire a ɛwɔ wɔn nipadua mu no tumi gyina baabi a ɛfata a, ɛboa ma nkwammoa a ɛwɔ wɔn mu a ɛma wɔyɛ mmaa no tumi yɛ adwuma wɔ kwan a ɛfata so.",,"{""result"":""Abenfo ka sɛ sɛ mmea di karɔte a, ɛma wɔn nipadua mu hormon ahorow no kɔ so yɛ adwuma yiye.""}",run1,25.22998917349219,5.584506799191252,5.572755417956656
"He pointed out that the main occupation of the people of the Southern Province is mining, which is also leading them to the grave.","Ɔkyerɛɛ sɛ adwuma titire a Amanseɛ Anaafoɔ mansini hɔfoɔ yɛ ne fam agudeɛtuo, na ɛno nso na ɛde wɔn rekɔ asamando.",,"{""result"":""Ɔdaa no adi sɛ adwuma titiriw a nnipa a wɔwɔ Southern Province yɛ ne sɛ wɔhwe fam, na ɛno nso na ɛde wɔn rekɔ damoa mu.""}",run1,42.37317296344411,5.584506799191252,5.572755417956656
Someone whose blood type is B can only donate blood to someone whose blood type is B or AB.,"Obi nso mogya nkyekyɛmu pɔtee yɛ B a, ɔbɛtumi atwe mogya ama obi a ne deɛ yɛ B anaa AB nko ara.",,"{""result"":""Obi a ne mogya mu kuw yɛ B nkutoo na obetumi ama mogya ama obi a ne honam mu kuw ne B anaa AB.""}",run1,38.54513970271128,5.584506799191252,5.572755417956656
Sometimes the fear our work can scare us!,"Ɛtɔ da a, nnwuma a ɛsɛ sɛ yɛyɛ no ho suro bɛtumi ama ehu aka yɛn!",,"{""result"":""Ɛtɔ mmere bi a ehu a ɛwɔ yɛn adwuma mu no betumi ama ehu aka yɛn!""}",run1,41.03717963245471,5.584506799191252,5.572755417956656
"In fact, Aisha Huang's appeal itself is being defended by NPP figure, Nkrabea Effah Dartey.","Sɛ yɛhwɛ mu a, Aisha Huang opeemu no ankasa deɛ, NPP mu nnipa titire, Nkrabea Effah Dartey na ↄregyina n’afa adi n’asɛm no.",,"{""result"":""Nokwasɛm ne sɛ, NPP nipa Nkrabea Effah Dartey na ɔrebɔ Aisha Huang nkuro no ho ban.""}",run1,37.66656975707166,5.584506799191252,5.572755417956656
Listening to music also helps the brain to recall memories very well.,Nnwomtie nso tumi boa ma adwene no kae nneɛma ntɛntɛm so.,,"{""result"":""Nnwom a wotie nso boa w'adwene ma ɛkae nneɛma yiye.""}",run1,40.07826353910031,5.584506799191252,5.572755417956656
"In view of that, they hang potatoes found on the farm on a stick and position them at the end of the farm.",Ne saa nti wɔde nkamfoɔ a ɛyɛ Akanfoɔ nnuane a wɔnya firi afuom no sina dua sini so si afuo no ano baabi.,,"{""result"":""Esiane eyi nti, wɔde nkate a wohui wɔ afuw no mu no sɛn dua bi so na wɔde si afuw a ɛwɔ akyiri no nkyɛn.""}",run1,27.55134024826263,5.584506799191252,5.572755417956656
"A 47-year-old man, who was a former headmaster at Mpatasie D/A Training School in Amanse South District, Asante state, has lost his life in a pit he dug himself in search of earthworks.","Owura bi a wadi mfeɛ 47, na ɔyɛ akyerɛkyerɛfoɔ panin abɛdiakyire wɔ Mpatasie D/A Nteteɛ sukuu a ɛwɔ Amanseɛ Anaafoɔ Mansini mu, Asante mantam, ahwere ne nkwa wɔ amena a ɔno ara atu de pɛ fam agudeɛ mu.",,"{""result"":""Ɔbarima bi a wadi mfe 47, a na ɔyɛ Mpatasie D/A Training School a ɛwɔ Amanse South District, Asante man mu no panyin dedaw, awu wɔ amoa bi a ɔno ankasa tutuu no mu rehwehwɛ asase.""}",run1,35.174359343683086,5.584506799191252,5.572755417956656
At the same time he was sent to live with his father Vernon Winfrey in Nashville.,Saa berε no mu ara na wɔmaa no kɔtenaa ne papa Vernon Winfrey nkyεn wɔ Nashville.,,"{""result"":""Saa bere no ara na wɔde no kɔɔ ne papa Vernon Winfrey nkyɛn wɔ Nashville.""}",run1,62.756408835693776,5.584506799191252,5.572755417956656
"First, he took office as leader of the Union of African students studying in the United States and Canada.","Deɛ ɛdi kan no, ɔbɛdii adeɛ sɛ asuafoɔ a wɔfiri Abibirem a wɔresua adeɛ wɔ Amerika ne Kanada Nkabom kuo no kannifoɔ.",,"{""result"":""Nea edi kan no, ɔbɛyɛɛ Afrikafo a wɔresua ade wɔ United States ne Canada no kuw no kannifo.""}",run1,37.07781819356376,5.584506799191252,5.572755417956656
"The King of kings blessed the Asanteman with the Kwame Frimpon Morning October, making Asanteman very borderless.","Tweaduampɔn Kwame Basayiadɔm de Kwame Frimpɔn Anɔkye Kɔtɔbere hyiraa Asanteman no, ɛmaa Asanteman mu yɛɛ hye yie.",,"{""result"":""Ahene mu hene no hyiraa Asanteman no wɔ Kwame Frimpon Ɔkyena Ɔpɛnimaa, na ɛmaa Asantema no nyaa baabi a wɔbɛn.""}",run1,41.61031470783356,5.584506799191252,5.572755417956656
"He explained that if we do this, it ensure long term stability of the currency","Ↄkyerɛɛ sɛ wei yɛ adeɛ a ɛyɛ pa ara, ɛfiri sɛ ɛbɛboa ama ɔman no sika no agyina brane mmerɛ tenten.",,"{""result"":""Ɔkyerɛkyerɛɛ mu sɛ sɛ yɛyɛ saa a, ɛbɛma sikasɛm mu atena hɔ bere tenten""}",run1,23.778847512920635,5.584506799191252,5.572755417956656
"It's because of this, they got the money.",Ɛnam wei so na ɔnyaa sika no.,,"{""result"":""Eyi nti na wonyaa sika no.""}",run1,43.76327907270952,5.584506799191252,5.572755417956656
These aforementioned 14 Queenmothers are those who has reigned the Ashanti Kingdom up till now,Mmaa mpanimfoɔ a yɛabobɔ wɔn din yinom ne ahemmaa dunan a wɔadi Asanteman ahemmaa adwa no firi tete bɛsi ɛnnɛ.,,"{""result"":""Ahene mmea 14 a yɛaka wɔn ho asɛm no ne wɔn a wɔadi Ashanti Ahenni no so akosi nnɛ""}",run1,22.372145152671916,5.584506799191252,5.572755417956656
"Which means, he has to receive advise from his elders and his people because they enthroned him.","Asekyerɛ ne sɛ, ɛwɔ sɛ ɔgye afutuo firi ne mpanimfoɔ no ne ne manfoɔ nkyɛn, ɛsiane sɛ, wɔn na wɔsii no ɔhene.",,"{""result"":""Ɛno kyerɛ sɛ, ɛsɛ sɛ onya afotu fi ne mpanimfoɔ ne ne nkurɔfo hɔ efisɛ wɔn na wɔhyɛɛ no ahengua.""}",run1,35.2519089764446,5.584506799191252,5.572755417956656
"Afterwards, there would be gunshots as part of their culture to show how grievous they are.","Wɔwie nso a, wɔbɛtoto atuo sɛdeɛ wɔn amammerɛ teɛ no de akyerɛ sɛdeɛ adeɛ atɔ wɔn ani ama wɔ ani atutu agu wɔn nsam no.",,"{""result"":""Ɛno akyi no, na wɔtaa to tuo de kyerɛ sɛ wɔn ho yɛ den.""}",run1,17.634923819554732,5.584506799191252,5.572755417956656
"He passed away on January 16, 1980 at the age of ninety","Ɔdii mfeɛ aduokron no na ɔhweree ne nkwa wɔ Ɔpɛnimaa 16, 1980.",,"{""result"":""Owui wɔ January 16, 1980 wɔ mfe aduɔkron""}",run1,21.161153840379924,5.584506799191252,5.572755417956656
"Because it helps to reduce the control of obesity, eating apples makes it very difficult to gain weight.","Ɛsiane sɛ ɛboa ma akɛsefoɔ so tumi te nti, sɛ obi di aprɛ a ɛbɛyɛ den pa ara sɛ ɔbɛyɛ kɛseɛ aboro so.",,"{""result"":""Esiane sɛ ɛboa ma obi nya so mfaso nti, sɛ odi aporo a, ɛma ɛyɛ den sɛ ɔbɛso.""}",run1,38.05277269731733,5.584506799191252,5.572755417956656
Their struggle for immediate independence for this country led to their imprisonment.,Pere a wɔrepere sɛ wɔbɛnya fawohodie ama ɔman yi ntɛm so no de wɔn kɔwiee afiase nna.,,"{""result"":""Wɔn aperepere a wɔrepere ɔman yi ahofadi ntɛmntɛm no de wɔn kɔɔ afiase.""}",run1,43.235571195883935,5.584506799191252,5.572755417956656
"this chapter is meant for married couples only, so take note.","Saa ɔfa yi kɔ ma awarefoɔ nko ara, nti hyɛ no nso.",,"{""result"":""Saa ti yi fa awarefo nkutoo ho, enti hyɛ no nsow.""}",run1,42.77360353796558,5.584506799191252,5.572755417956656
It is this same palm weevil larvae that grows palm weevil.,Akɔkono korɔ yi ara na ɔtumi ynini bɛdane asorɔmɔdwe.,,"{""result"":""Saa nnuaba yi ara na ɛma nnua ba.""}",run1,16.84032308003693,5.584506799191252,5.572755417956656
"Meaning, the person who live moral life is who a child is named after.","Kyerɛ sɛ, onipa ɔbɔ abrabɔ pa no, na wɔde abɔfra to no.",,"{""result"":""Nea ɛkyerɛ ne sɛ, onipa a ɔtra abrabɔ pa mu no na wɔde abofra din to no so.""}",run1,46.15645842400556,5.584506799191252,5.572755417956656
"What causes the feces to remain in the large intestines for such a long time, then?",Ɛnneɛ na ɛdeɛn na ɛma agyanan no tumi kyɛre yie wɔ nsono kɛseɛ no mu?,,"{""result"":""Ɛnde, dɛn na ɛma ntini no tra ntini a emu dɔ mu bere tenten saa?""}",run1,20.952149414619672,5.584506799191252,5.572755417956656
"I believe that the foregoing has shown you that it is wrong to think that farmers are poor, unclean, or that farming is a dishonorable occupation.","Megye di sɛ, kakra a yɛabobɔ so yi ara ama woahunu sɛ, ɛnyɛ papa sɛ yɛbɛnya adwene sɛ akuafoɔ di hia, wɔn ho nte, anaasɛ kuayɔ yɛ adwuma a animuonyam biara nni mu.",,"{""result"":""Migye di sɛ nea madi kan aka no ama woahu sɛ ɛyɛ mfomso sɛ wubesusuw sɛ akuafo yɛ ahiafo, wɔn ho ntew, anaa sɛ okuafo yɛ adwuma a enni nidi.""}",run1,37.08750251957067,5.584506799191252,5.572755417956656
