text,ref,Unnamed: 2,translated
"Bere biara a ɛbɛyɛ yiye no , gye bere susuw nnyinasosɛm ahorow a ɛwom , ne nsɛm a ɛfa ho a woaboaboa ano no nyinaa ho .","When possible , take time to meditate on the principles involved and on all the information you have gathered .",,"Whenever a suitable time arrives, first consider all the relevant principles and the related matters you have gathered together."
"Bere bɛn na Yehowa sraa Yesu sɛ obi a obedi Hene daakye ? Bere a Yesu wɔ asase so no , ntotoe bɛn na ɔyɛ maa n 'Ahenni no ?","When was Jesus anointed as the future King , and while on earth , what arrangements did Jesus make for his rule ?",,"What time did Jehovah appoint Jesus as the future King? While Jesus was on earth, what kind of reign did He establish for His Kingdom?"
Bere dodow ahe na migye de dwinnwen nea mekenkan ne nsɛm a mete ho ?,How much time do I take to meditate on what I read and hear ?,,How many times have I taken the trouble to repeat what I’m saying?
"Bere foforo a na merefrɛ afoforo wɔ telefon so no , afiri a ɛkyere nsɛm no maa me nɔma foforo bi .","Another time when I was making calls , a recording gave a new number .",,"Another time when I was calling others on the phone, the reason that clarified the matter gave me something else."
"Bere foforo mu no , ' bere a ade kyee no , ɔkɔɔ baabi kɔbɔɔ mpae . '","On another occasion , "" when it became day , he went out and proceeded to a lonely place . """,,"In another time, “the time when daybreak came, he/she went somewhere to pray.”"
"Bere kɔ so no , saa ntutuw no san ba asase so sɛ sukyerɛma anaa osu .","In time , this vapor returns to the earth as snow or rain .",,"When time passes, that cut returns to the ground like a knife or an axe."
"Bere kɔɔ so no , wɔkyeree abusua no mufo a wosusua no koguu mmofrabɔne sukuu mu ; wɔkyeree abusua no mufo a aka no koguu afiase ne nneduaban mu .","In time , the younger family members were seized and taken to a reform school ; others of the family were arrested and held in prisons and concentration camps .",,"When it continued, they enrolled the members of the family who were studying into a primary school; they also enrolled the remaining family members into the market and the fields."
"Bere kɔɔ so no , wɔtee Kanaanfo no anifere kwan so nkɛntɛnso no nka , na wotumi kae sɛ : "" [ Israelfo no kɔɔ so poo Yehowa ahyɛde ] ne n 'apam a ɔne wɔn agyanom pamee ne n 'adanse a odii wɔn no , na wokodii ahuhude akyi dii ahuhusɛm , na wokodii amanaman a wɔatwa wɔn ho ahyia a [ Yehowa , NW ] hyɛɛ wɔn sɛ wɔnnyɛ sɛ wɔn no akyi . ""","In time , the insidious influence of the Canaanites was felt , and it could be said : "" They [ the Israelites ] continued rejecting [ Jehovah 's ] regulations and his covenant that he had concluded with their forefathers and his reminders with which he had warned them , and they went following vain idols and became vain themselves , even in imitation of the nations that were all around them , concerning whom Jehovah had commanded them not to do like them . """,,"As they continued, they heard the Canaanites' lament on the road, and they could say: ""The Israelites kept following Jehovah's command and the covenant He made with their ancestors and the promise He gave them, and after enduring hardship they faced the calamities, and after confronting the nations that had gathered against them, Jehovah, NW, instructed them not to be like those who had gone before them."""
"Bere ne bere mu no , mehwehwɛ me ho mu hwɛ .","From time to time , I take stock of myself .",,"From time to time, I examine myself."
"Bere tiaa bi akyi no , wɔde wɔn ho hyɛɛ asanom mu traa so .",Alcohol soon became a curse upon the people .,,"After a short while, they threw themselves into the deep water."
"Berɛ a adeɛ a ɛdi kan a nkwa wom baeɛ no , ɛdanedanee kɔsii sɛ nneɛma afoforɔ fii mu baeɛ .","After decades of research in virtually all branches of science , the fact remains that life comes only from preexisting life .",,"When the first thing that gave life appeared, it transformed until new things emerged."
"Bible Asuafo , sɛnea na wonim Yehowa Adansefo saa bere no , yɛɛ Bible nkyerɛkyerɛ adwuma kɛse bi ne baguam asɛnka , na wɔkyekyɛɛ Bible ho nhoma ahorow a wɔatintim no pii .","An extensive program of Bible education was under way , with public lectures and intensive distribution of Bible literature published by the International Bible Students , as Jehovah 's Witnesses were then known .",,"The Bible students, as you know the Jehovah’s Witnesses at that time, performed a great work of Bible teaching and preaching, and they distributed many printed Bible books."
