text,ref,Unnamed: 2,translated,similarity_score
"Bere bi , nkurɔfo a na wɔwɔ Samaria akuraa bi ase poo Yesu esiane sɛ na ɔyɛ Yudani a ɔrekɔ Yerusalem nti .",On one occasion the people in a Samaritan village turned Jesus away simply because he was a Jew headed for Jerusalem .,,"Once, the people of a village in Samaria refused to welcome Jesus because he was a Jew traveling to Jerusalem.",0.8973254
"Bere bi akyi no , Yehowa Adansefo baa ne fie .",Some time later Jehovah 's Witnesses called at his home .,,"After some time, Jehovah's Witnesses came to his house.",0.92534125
"Bere bi akyi no , Yehowa Adansefo kɔbɔɔ ne pon mu .",Some time later Jehovah 's Witnesses knocked at her door .,,"After some time, Jehovah's Witnesses resumed their activity.",0.6225358
"Bere bi akyi no , anuanom kyeree ɔkasa ahorow 92 guu mpaawa so .","Eventually , the brothers recorded 92 different talks .",,"After some time, the siblings recorded 92 different languages onto the stones.",0.71304834
"Bere bi akyi no , m 'awofo anko antia me som bio .","In time , my parents ' attitude toward my beliefs softened .",,"After a while, my parents never came to bother me again.",0.65018857
"Bere biara a ɛbɛyɛ yiye no , gye bere susuw nnyinasosɛm ahorow a ɛwom , ne nsɛm a ɛfa ho a woaboaboa ano no nyinaa ho .","When possible , take time to meditate on the principles involved and on all the information you have gathered .",,"Whenever you are going to do something well, take time to consider all the various relevant factors and the information that has been gathered about it.",0.63076586
"Bere bɛn na Yehowa sraa Yesu sɛ obi a obedi Hene daakye ? Bere a Yesu wɔ asase so no , ntotoe bɛn na ɔyɛ maa n 'Ahenni no ?","When was Jesus anointed as the future King , and while on earth , what arrangements did Jesus make for his rule ?",,"When did Jehovah appoint Jesus to be King in the future? While Jesus was on earth, what witness did he give regarding his Kingdom?",0.73695874
Bere dodow ahe na migye de dwinnwen nea mekenkan ne nsɛm a mete ho ?,How much time do I take to meditate on what I read and hear ?,,How often do I get the chance to think about what I read and hear?,0.7013116
"Bere foforo a na merefrɛ afoforo wɔ telefon so no , afiri a ɛkyere nsɛm no maa me nɔma foforo bi .","Another time when I was making calls , a recording gave a new number .",,"Another time when I was calling others on the phone, the receiver gave the message to another stranger.",0.6629182
"Bere foforo mu no , ' bere a ade kyee no , ɔkɔɔ baabi kɔbɔɔ mpae . '","On another occasion , "" when it became day , he went out and proceeded to a lonely place . """,,"At another time, in the morning, he went somewhere to pray.",0.5878806
"Bere kɔ so no , saa ntutuw no san ba asase so sɛ sukyerɛma anaa osu .","In time , this vapor returns to the earth as snow or rain .",,"As time goes on, that dust returns to the earth as dew or rain.",0.65682703
"Bere kɔɔ so no , wɔkyeree abusua no mufo a wosusua no koguu mmofrabɔne sukuu mu ; wɔkyeree abusua no mufo a aka no koguu afiase ne nneduaban mu .","In time , the younger family members were seized and taken to a reform school ; others of the family were arrested and held in prisons and concentration camps .",,"As time went on, the younger members of the family who were of school age were sent to boarding school; the adult members of the family were sent to the village and the farm.",0.62678885
"Bere kɔɔ so no , wɔtee Kanaanfo no anifere kwan so nkɛntɛnso no nka , na wotumi kae sɛ : "" [ Israelfo no kɔɔ so poo Yehowa ahyɛde ] ne n 'apam a ɔne wɔn agyanom pamee ne n 'adanse a odii wɔn no , na wokodii ahuhude akyi dii ahuhusɛm , na wokodii amanaman a wɔatwa wɔn ho ahyia a [ Yehowa , NW ] hyɛɛ wɔn sɛ wɔnnyɛ sɛ wɔn no akyi . ""","In time , the insidious influence of the Canaanites was felt , and it could be said : "" They [ the Israelites ] continued rejecting [ Jehovah 's ] regulations and his covenant that he had concluded with their forefathers and his reminders with which he had warned them , and they went following vain idols and became vain themselves , even in imitation of the nations that were all around them , concerning whom Jehovah had commanded them not to do like them . """,,"As time passed, the Canaanites' resistance to the correction weakened, and they were able to recall: ""The Israelites persisted in disobeying Jehovah's commands, his covenant that he made with their forefathers, and his reminders that he gave them, and they went after worthless idols and became worthless, and they went after the nations around them that Jehovah had commanded them not to imitate.""",0.81570417
"Bere ne bere mu no , mehwehwɛ me ho mu hwɛ .","From time to time , I take stock of myself .",,"From time to time, I search within myself.",0.56146485
"Bere tiaa bi akyi no , wɔde wɔn ho hyɛɛ asanom mu traa so .",Alcohol soon became a curse upon the people .,,"After a short while, they joined the spirits and lived on.",0.25078905
"Berɛ a adeɛ a ɛdi kan a nkwa wom baeɛ no , ɛdanedanee kɔsii sɛ nneɛma afoforɔ fii mu baeɛ .","After decades of research in virtually all branches of science , the fact remains that life comes only from preexisting life .",,"When the first living thing appeared, it changed until other things emerged.",0.50463927
"Bible Asuafo , sɛnea na wonim Yehowa Adansefo saa bere no , yɛɛ Bible nkyerɛkyerɛ adwuma kɛse bi ne baguam asɛnka , na wɔkyekyɛɛ Bible ho nhoma ahorow a wɔatintim no pii .","An extensive program of Bible education was under way , with public lectures and intensive distribution of Bible literature published by the International Bible Students , as Jehovah 's Witnesses were then known .",,"At that time, the Bible Students, as Jehovah's Witnesses were then known, did a great Bible educational work and colporteur work, and distributed many different kinds of published Bible books.",0.8524872
