ref,text
"The others were Simon, known as the Eager One, and Judas Iscariot, who later betrayed Jesus. Instructions for the Twelve Apostles (Mark","ni Simon bo i tu ŋgoni fa kɔ i asiɛn su ni, ni Yudasi Isikariyoti bo i ba tɔɔri Yesu ni."
Jesus sent out the twelve apostles with these instructions: Stay away from the Gentiles and don't go to any Samaritan town.,"Na Yesu asunma nyini minɛ buru ni nnyɔm n na wɔ ma bu ahin nɔaniɛ ni, i ŋa, “Má am kɔ miɛm bo bu ti má Yuda­fɔm miɛm n nu, wara am wura Samariya­fɔm miɛ be nu."
"So when you go to a town or a village, find someone able and willing to have you as their guest and stay with them until you leave.","Na wɔ se ka, “Miɛ kpiri, wara miɛ kan kan kɛrɛ bo am kɔ wuraari nu, am niɛniɛ sɔnɔ kpa, na am kɔ wo i dɔ, haari am bá fite miɛ n nu."
I promise you the day of judgment will be easier for the towns of Sodom and Gomorrah than for that town. Warning about Trouble (Mark,"Nahɔrɛ ye m suse am n a, jina cɛɛn, Nyɛmɛ cín nyini miɛ n nu­fɔm sui tara Sodom ni Gomora miɛm n nu satiɛ­yo­fɔm ni.” Kabo Yesu ŋa bu bá kere i jaramasam wuwuruwa barasu ni"
"Brothers and sisters will betray one another and have each other put to death. Parents will betray their own children, and children will turn against their parents and have them killed.","Gɔrɔm ni niɛmam bá tɔ bu beŋgu ma bu kpɔ­fɔm na bu kún bu, na nbaasim tɔ́ bu nbaam, na nbaam kéte bu wu­fɔm ŋu, na bu má minɛm kun bu wu­fɔm ni."
Watch out for people who will take you to court and have you beaten in their synagogues.,"Am si am ŋu sa, dama minɛ bá fa am wura jɔrɛ­di­fɔm saa nu, na bu fín am ŋgbere bu tiɛntiɛn­bunɔɔ sɔɔm n nu."
"Because of me, you will be dragged before rulers and kings to tell them and the Gentiles about your faith.","Mini dɛɛ ti, bu cín am wura gominam ni nfɛmɛm saa nu. Nyini má am atin na am di m daani kere bɛrɛ a, ni bo bu ti má Yuda­fɔm n kɛrɛ."
But you will not really be the one speaking. The Spirit from your Father will tell you what to say.,"Nɔaniɛ ni fíte má am dɔ, ama, i fíte am Si Nyɛmɛ dɛɛ Awiɛwiɛ n dɔ, ye am jɔ́jɔ a."
"Everyone will hate you because of me. But if you remain faithful until the end, you will be saved.","Mini dɛɛ ti, sɔnɔ kɛrɛ kpɔ́ am. Ama, wɔrɔ kɛrɛ bo a mindi deeri nyini n kɛrɛ kɔ juuri i awieeri su, Nyɛmɛ dé u tii ji."
"When people mistreat you in one town, hurry to another one. I promise you before you have gone to all the towns of Israel, the Son of Man will come.","Saŋga bo bu bá sukere am wuwuruwa miɛ be su, am ŋmati kɔ miɛ nyiŋga su. Nahɔrɛ ye m suse am n a, am koro kan má Nyɛmɛ jɔrɛ bara yɛ má Yisareli miɛm kɛrɛ su ka, ye mini Adamande Wa ni kpíe m nyi ba."
"Students are not better than their teacher, and slaves are not better than their master.","Sɔnsɔn­fɔ tara má i kere­fɔ, akɔɔ gusu tara má i mibiɛ."
"It is enough for students to be like their teacher and for slaves to be like their master. If people call the head of the family Satan, what will they say about the rest of the family? The One To Fear (Luke","Nzɛn sɔnsɔn­fɔ n ba juuri i kere­fɔ n juu­biri, i ti ye ni ka i nyunu yi i tii. Na nzɛn akɔɔ n ba juuri i mibiɛ n juu­biri, i ti ye ni ka i nyunu yi i tii. Nzɛn bu nya fereeri awuru­fɔ­biɛ n ka Bɛlazɛbuli, bo bu kaaki fere i ka Sitana ni, nyini saŋga bu fére i dika­fɔm bɛrɛ kɛrɛ ka sɛ wɔ lɛɛ?” Kabo wɔ yo daka ka ya soro Nyɛmɛ ŋgumi ni"
"Don't be afraid of people. They can kill you, but they cannot harm your soul. Instead, you should fear God who can destroy both your body and your soul in hell.","Má am soro minɛm bo bu koro kun aŋuniɛ­mbaa n na bu koro kun má awiɛwiɛ n ni. Ama, am soro Nyɛmɛ bo i koro saaki awiɛwiɛ n ni aŋuniɛ­mbaa n kɛrɛ, cɛɛma sin nu ni."
Aren't two sparrows sold for only a penny? But your Father knows when any one of them falls to the ground.,"Am si ka njɔrɛm nnu ŋwaa ti kaan sɔ ɔ, má sɔ? Ama, bu kun n kpein mmɔɔ tɔ́ má asiɛŋgu bo i ti má ya Si Nyɛmɛ koroya­nu."
So don't be afraid! You are worth much more than many sparrows. Telling Others about Christ (Luke,"Nyini ti, má am soro sɛrɛ. Am la anyunuyi Nyɛmɛ dɔ tara njɔrɛm beberebe.”"
"If you tell others you belong to me, I will tell my Father in heaven you are my followers.","Na Yesu akaaki ase bu ka, “Sɔnɔ kɛrɛ bo i kan kereeri minɛm ka i ti m susu­fɔ, mini gusu bá kan kere m Si Nyɛmɛ bo i wo aŋgoro n ka i mi ti m dɛɛ wɔ."
"But if you reject me, I will tell my Father in heaven you don't belong to me. Not Peace, but Trouble (Luke","Ama, sɔnɔ kɛrɛ bo i keteeri minɛm nyunu ka i ti má m susu­fɔ, mini gusu bá kete m Si Nyɛmɛ bo i wo aŋgoro n nyunu ka i mi ti má m dɛɛ.” Kabo Yesu ŋa wɔ fa kpakpaaki­nu aba barasu ni"
"I came to turn sons against their fathers, daughters against their mothers, and daughters-in-law against their mothers-in-law.","M baari ka m ba kpura baa ni i si tii wɔ, na m kpura baa­bara ni i ni tii, na m kaaki kpura baa n ni, ni i wa yi tii,"
Your worst enemies will be in your own family.,na sɔnɔ dika­fɔm káaki i kpɔ­fɔm.
"If you love your father or mother or even your sons and daughters more than me, you are not fit to be my disciples.","Sɔnɔ kɛrɛ bo i koro i si, wara i ni tara mini, i ti má ye ni ka i mi wo m dɔ. Na sɔnɔ kɛrɛ bo i koro i wa baa­biɛsɔ, wara baa­bara tara mini, i ti má ye ni ka i mi wo m dɔ."
"And unless you are willing to take up your cross and follow me, you are not fit to be my disciples.","Na sɔnɔ kɛrɛ bo i sɔ má i yiwee baka jaanu n na i su m su, i ti má ye ni ka i mi wo m dɔ."
"If you try to save your life, you will lose it. But if you give it up for me, you will surely find it. Rewards (Mark","Sɔnɔ kɛrɛ bo i ŋa i kpíni i ŋgɔɔ busu, i mi bá fun i, ama, na sɔnɔ kɛrɛ bo i tɔɔri i ŋgɔɔ mini dɛɛ ti, i mi nyá ŋgɔɔ.” Kabo sɔnɔ kɛrɛ bo i deeri Yesu susu­fɔm wɔfɔ nyá i ŋkatɔ ni"
"Anyone who welcomes a prophet, just because that person is a prophet, will be given the same reward as a prophet. Anyone who welcomes a good person, just because that person is good, will be given the same reward as a good person.","Sɔnɔ kɛrɛ bo i de Nyɛmɛ nɔaniɛ kan­fɔ ka i ti Nyɛmɛ nɔaniɛ kan­fɔ n dɛɛ ti, i mi nyá ŋkatɔ kabo Nyɛmɛ nɔaniɛ kan­fɔ nya i n wɔ, na sɔnɔ kɛrɛ bo i de sɔnɔ bo i yo sa bo i kɔ atin su Nyɛmɛ dɔ, na wɔ de i ka i yo sa bo i kɔ atin su n dɛɛ ti, i mi nyá ŋkatɔ kabo sɔnɔ bo i yo sa bo i kɔ atin su n nya i n wɔ."
Anyone who welcomes you welcomes me. And anyone who welcomes me also welcomes the one who sent me.,"Na Yesu akaaki ase bu ka, “Sɔnɔ kɛrɛ bo i de am wɔfɔ, i mi de mini wɔ lɛɛ, na sɔnɔ kɛrɛ bo i de mini, i mi de yiri bo i sunmaari m wɔ lɛɛ."
"And anyone who gives one of my most humble followers a cup of cool water, just because that person is my follower, will be rewarded.","Nahɔrɛ ye m suse am n a, sɔnɔ kɛrɛ bo i saari nzue niniki kaan sɔ mmɔɔ, maari m susu­fɔ n bo i ti bu kɛrɛ kaan n kun, ka i mi ti m dɛɛ susu­fɔ n ti, i mi nyá i ŋkatɔ.”"
"As John's followers were going away, Jesus spoke to the crowds about John: What sort of person did you go out into the desert to see? Was he like tall grass blown about by the wind?","Saŋga bo Yohane susu­fɔm kaaki sukɔ ni, na Yesu ajɔjɔ jama n dɔ, fa kɔ Yohane ŋusu jɔrɛ, i ŋa, “Saŋga bo am fite kɔɔri Yohane dɔ, boro kpantain n nu ni, am kɔɔri ka am kɔ ŋu nzu wɔ? Am kɔɔri ka am kɔ ŋu sɔnɔ bo i ti ka barankpaati fofoe bo aŋuma n kankan i wɔ?"
John was in prison when he heard what Christ was doing. So John sent some of his followers,"Nyini saŋga ni, ba nyi Yohane Nyɛmɛ Nzue Biɛ­fɔ n dan­saraka sɔrɔ. Na wɔ ti sam kɛrɛ bo Kristo Tii­de­fɔ n suyo bu ni, na wɔ sunma i susu­fɔm ka bu kɔ bisa i ka,"
"to ask Jesus, “Are you the one we should be looking for? Or must we wait for someone else?”","“Wɔrɔ ye bu yo seeri ka a bá n a, nzɛn ya ŋmínda sɔnɔ fɔfɔrɛ be wɔ?”"
"The blind are now able to see, and the lame can walk. People with leprosy are being healed, and the deaf can hear. The dead are raised to life, and the poor are hearing the good news.","anyinsinm aŋu asi, wɔbukam akoro anati, koko­fɔm anya laifiɛ, asuturim ati asui, minɛm bo ba wu n ateŋge, na yaari­fɔm gusu akoro ati labari kpa ni."
God will bless everyone who doesn't reject me because of what I do.”,Tere­fiɛ wo minɛm bo bu yo m yarada na bu la má sika be ni mini n dɔ.”
What kind of man did you go out to see? Was he someone dressed in fine clothes? People who dress like that live in the king's palace.,"Nzɛn má nyini, nzu ti ye am kɔɔri a? Am ŋa am kɔ ŋu sɔnɔ bo i wura sutura ŋgbiŋgbiri wɔ? Ai, am si ka minɛm bo bu wura nyini suturam ni, bu wo nfɛmɛm dika a."
What did you really go out to see? Was he a prophet? He certainly was. I tell you that he was more than a prophet.,"Nzɛn má nyini, nzu ti ye am kɔɔri a? Am kɔɔri ka am kɔ ŋu Nyɛmɛ nɔaniɛ kan­fɔ ɔ? Ɛɛn, m suse am wɔ lɛɛ, ka, am aŋu sɔnɔ bo i tara Nyɛmɛ nɔaniɛ kan­fɔ."
I tell you no one ever born on this earth is greater than John the Baptist. But whoever is least in the kingdom of heaven is greater than John.,"Nahɔrɛ ye m suse am n a, Yohane Nyɛmɛ Nzue Biɛ­fɔ n la má abeŋgu, bo i tara i durunya n nu. Ama, sɔnɔ kɛrɛ bo i ti kaan, Nyɛmɛ fɛmɛya n nu n tara yiri Yohane.”"
"From the time of John the Baptist until now, violent people have been trying to take over the kingdom of heaven by force.","Na Yesu akaaki ase ka, “Fite saŋga bo Yohane Nyɛmɛ Nzue Biɛ­fɔ n boori Nyɛmɛ jɔrɛ kan n bu ni, fa ba ju ni kisa, ye Nyɛmɛ fɛmɛya n ŋuuri kekereke a, na minɛm afa anyum­boro ka bu wura nu de i."
"And if you believe them, John is Elijah, the prophet you are waiting for.","Nzɛn am yó bu nɔaniɛm yarada, Yohane la yiri n bo bu yo kɛrɛɛri ka Eliya káaki ba n a."
"“We played the flute, but you would not dance! We sang a funeral song, but you would not mourn!”","bu ŋa, ‘Ya kan tere ama am, ama, am abo má kereba. Ya di sɛɛ jue ama am, ama, am asun má.’"
"But the Son of Man goes around eating and drinking, and you say, “That man eats and drinks too much! He is even a friend of tax collectors and sinners.” Yet Wisdom is shown to be right by what it does. The Unbelieving Towns (Luke","Ama, mini Adamande Wa n ba juuri, na m ni minɛ asaŋga adi, na ya saŋga anu, na ba se ka, ‘Am niɛ, ahin sɔnɔ n yiri, i ti ayaakpiri­fɔ ɔ, na i nu nzan nahɔrɛ su. Wɔ tara lampo­de­fɔm, ni satiɛ­yo­fɔm danfoya.’ Tɔ, minɛm kɛrɛ bo bu su Nyɛmɛ dɛɛ alecira n atin n su ni, bu sa­yoo­wam kere ka i ti nahɔrɛ a.” Kabo Yesu ŋa miɛ nbem n nu­fɔm bá ŋu anyum­boro barasu ni"
"In the towns where Jesus had worked most of his miracles, the people refused to turn to God. So Jesus was upset with them and said:","Miɛm bo Yesu yoori alekutura sam beberebe nu ni, bu minɛm n akaaki má bu wo, nyini ti, na Yesu akan bu ndiɛ,"
"People of Capernaum, do you think you will be honored in heaven? You will go down to hell! If the miracles that took place in your town had happened in Sodom, it would still be standing.","Ambɛrɛ Kapɛnam­fɔm gusu, am sunsun ka Nyɛmɛ bá yɛ am su kɔ aŋgoro wɔ? Ai, i bá yo am kaan wɔ, na i fá am cɔɔndi kɔ Yiwee­fɔm Woo­biri nu. Alekutura sam bo m yo maari am ni, má nzɛn m yoori bu Sodom miɛ kpiri n nu, má kisa, miɛ n toko wo bɛrɛ haari ni nyuma."
So I tell you on the day of judgment the people of Sodom will get off easier than you. Come to Me and Rest (Luke,"Ama, m suse am wɔ lɛɛ, ka, jina cɛɛn, Nyɛmɛ bá cin am sui tara Sodom dɛɛ satiɛ­yo­fɔm.” Kabo Yesu jɔjɔ fa kɔɔri kabo i woo­wa ti barasu ni"
"At that moment Jesus said: My Father, Lord of heaven and earth, I am grateful that you hid all this from wise and educated people and showed it to ordinary people.","Nyini saŋga n na Yesu ase ka, “M Si Nyɛmɛ, wɔrɔ ti aŋgoro ni asiɛŋgu kɛrɛ Mibiɛ a. M da u asi ka a fa nyini dekem bo alecira­fɔm ni si­fɔm si má i ni, ayi akere bo bu ti ka nbaatam ni."
"Yes, Father, this is what pleased you.","M Si, i ti nahɔrɛ wɔ, kabo a koroori ka i yo lɛɛ.”"
"My Father has given me everything, and he is the only one who knows the Son. The only one who truly knows the Father is the Son. But the Son wants to tell others about the Father, so they can know him too.","Na wɔ kaaki ase bu ka, “M Si Nyɛmɛ afa deke kɛrɛ awura m saa nu. Be si má Nyɛmɛ Wa ni, má ka i Si Nyɛmɛ si i a, na be gusu si má i Si ni, má ka Baa ni si i a, ni minɛm bo Baa n koro ka i yi i kere bu ni, bɛrɛ si i a.”"
"If you are tired from carrying heavy burdens, come to me and I will give you rest.","Na wɔ kaaki ase ka, “Ambɛrɛ kɛrɛ bo am sɔ sɔɔri nɔnɔɔri n na am afie ni, am bra m dɔ, na m má am ŋumi­yi."
"Take the yoke I give you. Put it on your shoulders and learn from me. I am gentle and humble, and you will find rest.","Am de m sɔɔri ni, na am ma am wo ti kabo m dɛɛ n ti ni, dama m ti bɛnlɛ wɔ, na m yo m ŋu kaan. Mini dɔ ye am nyá ŋumi­yi a."
"Some Pharisees noticed this and said to Jesus, “Why are your disciples picking grain on the Sabbath? They are not supposed to do this!”","Saŋga bo Farasi­fɔm ni ŋuuri nyini sɔ ni, na ba se Yesu ka, “Niɛ fɛn. Kabo u susu­fɔm ni suyo ni, Nyɛmɛ nɔaniɛ kpamaa­wa n kere ka má be yo sɔ, Ŋumi­yi cɛɛn ni.”"
"The crowds were so amazed they asked, “Could Jesus be the Son of David?”","Na minɛm kɛrɛ ayo alekutura, na ba bisa bu ŋuŋu nu ka, “Fɛmɛ Davidi anuma n lɛɛ, nzɛn sɛ a?”"
"But when I force out demons by the power of God's Spirit, it proves that God's kingdom has already come to you.","Ama, Nyɛmɛ dɛɛ Awiɛwiɛ ni ma m yiko ye m fa fɔn yi ajinim a. Nyini n kere ka Nyɛmɛ Fɛmɛ wo am nu suniɛ i minɛm su lɛɛ."
Haven't you read in the Law of Moses that the priests are allowed to work in the temple on the Sabbath? But no one says they are guilty of breaking the law of the Sabbath.,"Sasu bekun, am nya kan má Nyɛmɛ Jɔrɛ Kadasi n nu, kabo Ŋumi­yi cɛɛn n kɛrɛ cɛɛn, na Nyɛmɛ sa­yoo­wa dɔŋgu­yo­fɔm ni saaki Ŋumi­yi cɛɛn n ciire ni, na bu yo bu yoo­wam Nyɛmɛ Seree­biri Awuru n nu, na be se má bu pui, nzɛn sɛ?"
"Don't you know what the Scriptures mean when they say, “Instead of offering sacrifices to me, I want you to be merciful to others?” If you knew what this means, you would not condemn these innocent disciples of mine.","Ba kɛrɛ i Nyɛmɛ Jɔrɛ Kadasi n nu ka, Nyɛmɛ ŋa o, ‘M koro aŋunfɔ si tara bo am yo yoo­wa ma m.’ Nzɛn má am si nyini nɔaniɛ n bu, má am ma má bu di minɛm jɔrɛ cin bu sui, bɛrɛ bo bu la má ŋgasi be ni."
"Jesus left and went into one of their synagogues,",Na Yesu ayasu dɔ akɔ awura bu tiɛntiɛn­bunɔɔ sɔɔ n nu.
"Then Jesus told the man, “Hold out your hand.” The man did, and it became as healthy as the other one.","Na wɔ nya ase sɔnɔ n ka, “Teŋge u saa ni.” Na wɔ teŋge i saa ni, na i saa n ayo faŋga bekun ka nyiŋga ni."
"When Jesus found out what was happening, he left there and large crowds followed him. He healed all of their sick,","Saŋga bo Yesu siiri nu sɔ ni, na wɔ yasu bɛrɛ. Na jama beberebe asu i su, na wɔ ma bu tukpaki­fɔm kɛrɛ anya laifiɛ."
but warned them not to tell anyone about him.,"Na wɔ bɔbɔ bu ka, má bu ma be si i sɔnɔ nzuin nu."
"So God's promise came true, just as Isaiah the prophet had said,","I yoori sɔ, adena kabo Nyɛmɛ nɔaniɛ kan­fɔ Esaya yo jɔjɔɔri n yo yii­wa a, i ŋa,"
"If you are not on my side, you are against me. If you don't gather in the harvest with me, you scatter it.","Sɔnɔ kɛrɛ bo i jina má m sin, i mi ti m kpɔ­fɔ ɔ. Na sɔnɔ kɛrɛ gusu bo i buka má m na ya tiɛn minɛm nɔɔ, i mi sandi minɛm wɔ."
"Some people brought to Jesus a man who was blind and could not talk because he had a demon in him. Jesus healed the man, and then he was able to talk and see.","Nyini sin na ba fa sɔnɔ be aba Yesu dɔ, ajini ayo i anyinsin ni bobo wɔ. Na Yesu ama wɔ nya laifiɛ, na wɔ koro ajɔjɔ, na wɔ ŋu asi."
"Jesus knew what they were thinking, so he said to them: Any kingdom where people fight each other will end up ruined. And a town or family that fights will soon destroy itself.","Yesu siiri bu sunsunni n sɔ n na wɔ se bu ka, “Fɛmɛya kɛrɛ bo i nya kpakpaakiiri nu wieeri, nyini fɛmɛya ni ká ŋgbɛɛn wɔ. Awuru, wara miɛ kɛrɛ gusu bo i nya kpakpaakiiri nu wieeri, nyini awuru, wara miɛ ni sándi wɔ."
"If I use the power of Beelzebul to force out demons, whose power do your own followers use to force them out? Your followers are the ones who will judge you.","Tɔ, ye nzɛn am ŋa Bɛlazɛbuli maari m yiko, ye m fa fɔn yi ajinim a, ye ŋma maari am dɛɛ minɛm ni yiko ye bu bita fɔn yi bu n a? Nyini ti, kabo am minɛm yoori ni, nyini kere ka am la má nahɔrɛ."
"When an evil spirit leaves a person, it travels through the desert, looking for a place to rest. But when the demon doesn't find a place,","Na Yesu akaaki ase bu ka, “Nzɛn ajini nya fite yakiiri sɔnɔ, i kɔ jeŋgbe bara yɛ boro kpantain nu wɔ, deke bo nzue wo má, na i kɔ niɛniɛ woo­biri bo i tana yi i ŋumi. Nzɛn wɔ nya má woo­biri,"
"it goes off and finds seven other evil spirits even worse than itself. They all come and make their home there, and the person ends up in worse shape than before. That's how it will be with you evil people of today. Jesus' Mother and Brothers (Mark","Na i nyá kɔ fa ajinim nso, bo bu ti tiɛ tara yiri ni i tii, na bu kɛrɛ bá wura woo­biri dawa n nu. Nyini saŋga, a ŋu ka sɔnɔ n woo­wa ayo tiɛ atara kabo i yo ti dawa ni. Sɔ ye i bá yo ma ahin nyuma­fɔm bo bu satiɛ­yo asunnu n a.” Minɛm bo bu ti Yesu ni, ni i ninbaam nahɔrɛ su n jɔrɛ"
"A good tree produces good fruit, and a bad tree produces bad fruit. You can tell what a tree is like by the fruit it produces.","Na Yesu akaaki ase bu ka, “Baka kɛrɛ bo i nya ti kpa, su suu­wa kpa a, na baka kɛrɛ gusu bo i nya ti má kpa, su suu­wa tiɛtiɛ wɔ. Dama baka kɛrɛ suu­wa, ye a fa si kabo i ti a."
"You are a bunch of evil snakes, so how can you say anything good? Your words show what is in your hearts.","Ambɛrɛ burukɔɔ­nu­fɔm ka woom ni, kabo am ti satiɛ­yo­fɔm sɔ ni, am yo sɛ koro yo sakpa bekun a? Dama dekem n bo am sunsun bu am ahore su n ye am jɔjɔ bu a."
"I promise you on the day of judgment, everyone will have to account for every careless word they have spoken.","M suse am wɔ lɛɛ, ka, jina cɛɛn, Nyɛmɛ dí sɔnɔ kɛrɛ jɔrɛ fa kɔ jɔrɛ ŋgbɛɛn­ŋgbɛɛn kɛrɛ bo i yo jɔjɔɔri i."
On that day they will be told they are either innocent or guilty because of the things they have said. A Sign from Heaven (Mark,"Dama u nɔaniɛ jɔjɔɔ­wa má a fite nu a, na u nɔaniɛ jɔjɔɔ­wa gusu má bu di u jɔrɛ cin u sui a.” Kabo Yesu keteeri ka i yó má alekutura sa bo bu koro i ni"
"Some Pharisees and teachers of the Law of Moses said, “Teacher, we want you to show us a sign from heaven.”","Na Nyɛmɛ nɔaniɛ kere­fɔm, ni Farasi­fɔm nbem ase Yesu ka, “Ya Kere­fɔ, ya koro ka a yo alekutura sa be kere ya na ya ŋu i.”"
But Jesus replied: You want a sign because you are evil and won't believe! But the only sign you will get is the sign of the prophet Jonah.,"Na Yesu ase bu ka, “Ambɛrɛ nyuma­fɔ, satiɛ­yo­fɔm bo am su má Nyɛmɛ ni, ye am koro ka m yó alekutura sa be na am niɛ a? Ai, m yó má alekutura sa be na am ŋu i fieo, má ka alekutura sa n bo Nyɛmɛ yo yoori i maari i nɔaniɛ kan­fɔ Jona ni ŋgumi."
"He was in the stomach of a big fish for three days and nights, just as the Son of Man will be deep in the earth for three days and nights.","Dama kabo Jona yo woori jombaa bambaka be kunnu kɔ juuri le­san, kɔŋguɛ ni wiɛsu ni, sɔ ye mini Adamande Wa ni bá wo asiɛn n bu kɔ ju le­san, kɔŋguɛ ni wiɛsu a."
"On the day of judgment the people of Nineveh will stand there with you and condemn you. They turned to God when Jonah preached, and yet here is something far greater than Jonah.","Jona yo kaanri Nyɛmɛ jɔrɛ kereeri Ninɛva­fɔm na ba kaaki bu wo. Jina cɛɛn, bɛrɛ bá yasu jina na bu járaki ambɛrɛ nyuma­fɔm, dama kisa, m suse am wɔ ka, mini tara Jona, ama, am akete ka am kaaki má am wo."
"The Queen of the South will also stand there with you and condemn you. She traveled a long way to hear Solomon's wisdom, and yet here is something much greater than Solomon. Return of an Evil Spirit (Luke","Fɛmɛ bara be yo fiteeri haari i bɔsu Seba wɔ, na i bá ti Fɛmɛ Solomon dɛɛ alecira jɔjɔɔ­wa nɔaniɛ ni. Jina cɛɛn, yiri bá yasu jina na i járaki ambɛrɛ nyuma­fɔm nahɔrɛ su, dama kisa, m suse am wɔ ka, mini tara Fɛmɛ Solomon, ama, am ade má m nɔaniɛ ni.” Kabo ajini bá kaaki ba i woo­biri dawa na i ti barasu ni"
"it says, “I will go back to the home I left.” When it gets there and finds the place empty, clean, and neat,","nyini saŋga, a ti ka i ŋa, ‘Ma m kpie m nyi kɔ m woo­biri dawa ni.’ Na i kaaki kɔ, i kɔ ŋu ka ba kpara dika n nyunyumi, asɛsɛ deke kɛrɛ su, be wo má nu."
"While Jesus was still speaking to the crowds, his mother and brothers came and stood outside because they wanted to talk with him.","Yesu toko wo minɛm dɔ jɔjɔ su ni, na i ni, ni i niɛmam aba aka ajina dasin, na ba se ka bu koro ka bu jɔjɔ i dɔ ɔ."
"Someone told Jesus, “Your mother and brothers are standing outside and want to talk with you.”","Na minɛm ni kun ase i ka, “Ti fɛn, u ni, ni u niɛmam jina dasin koro ka bu jɔjɔ u dɔ.”"
"Then he pointed to his disciples and said, “These are my mother and my brothers!","Na wɔ fa i saa akere i susu­fɔm ni, na wɔ se ka, “Niɛ fɛn. M ni, ni m niɛmam n yaa."
Anyone who obeys my Father in heaven is my brother or sister or mother.”,"Dama sɔnɔ kɛrɛ bo i yo m Si Nyɛmɛ bo i wo aŋgoro n dɛɛ sa koroo­wa, yiri ti m siwa, ni m niwa, ni m ni a.”"
"Such large crowds gathered around him that he had to sit in a boat, while the people stood on the shore.","Na jama beberebe atiɛn bu nɔɔ i dɔ. Bu sunnuuri beberebe sɔ n dɛɛ ti, na wɔ wura lee nu atana, na bɛrɛ aka ajina nzue n nɔɔ su."
Then he taught them many things by using stories. He said: A farmer went out to scatter seed in a field.,"Na wɔ bo miɛɛnum na wɔ kere bu dekem beberebe. I ŋa, “Dɔdɔɔri­fɔ be fiteeri sɔ ɔ, ka i kɔ sandi alɛ­mbaa."
"Other seeds fell on thin, rocky ground and quickly started growing because the soil wasn't very deep.","Na nbem atɔtɔ tiɛka su, deke bo fa sunnu má ni, fa n sunnu má n dɛɛ ti, wɔ cɛ má, na wɔ fi,"
Some other seeds fell where thornbushes grew up and choked the plants.,"Na alɛ­mbaa ni nbem atɔtɔ lɔlɔɛ nu, na lɔlɔɛ n anyi akata bu ŋu."
"Jesus' disciples came to him and asked, “Why do you use stories to speak to the people?”","Nyini sin na i susu­fɔm n aba i dɔ, aba abisa i ka, “Nzu ti ye a nya ba ŋa a jɔjɔ minɛm dɔ, a bo bu miɛɛnu a?”"
"So God's promise came true, just as the prophet Isaiah had said, “These people will listen and listen, but never understand. They will look and look, but never see.","Bu ti sɔ n dɛɛ ti, ye Nyɛmɛ nɔaniɛ kan­fɔ Esaya yo jɔjɔ niiri bu n a, i ŋa, ‘Nyɛmɛ ŋa o, Am só am sui ni nahɔrɛ su, ama, am tí má deke bo am so am sui ka am ti i n bu. Am káaki niɛ ni nahɔrɛ su, ama, am ŋú má pui."
Many prophets and good people were eager to see what you see and to hear what you hear. But I tell you they did not see or hear. Jesus Explains the Story about the Farmer (Mark,"Nahɔrɛ ye m suse am n a, Nyɛmɛ nɔaniɛ kan­fɔm ni minɛm beberebe bo bu yo sa bo i kɔ atin su Nyɛmɛ dɔ n kɛrɛ koroori ka bu ŋu deke bo am aŋu i ni, ama, ba ŋu má i, na ba koro ka bu ti deke bo am ati i ni, ama, ba ti má i.” Kabo Yesu kereeri miɛɛnu n bu fa kɔ dɔdɔɔri­fɔ n su ni"
The seeds that fell on rocky ground are the people who gladly hear the message and accept it at once.,"Nbem gusu de Nyɛmɛ nɔaniɛ n kabo alɛ­mbaa tɔtɔɔri tiɛka su n wɔ. Bu nya tiiri Nyɛmɛ nɔaniɛ ni, a ŋu ka ba de i ndende ni ahorejɔ,"
"The seeds that fell along the road are the people who hear the message about the kingdom, but don't understand it. Then the evil one comes and snatches the message from their hearts.","Nbem de Nyɛmɛ nɔaniɛ n fa kɔ i fɛmɛya n su kabo alɛ­mbaa n tɔtɔɔri atin nɔɔ n wɔ. Bu nya tiiri Nyɛmɛ nɔaniɛ n na bu ti má i bu, i cɛ má, na Sitana bo i ti sɔnɔ tiɛ ni, bá yi nɔaniɛ n fite bu ahore su, a ŋu ka bu wara afi i sa."
"The seeds that fell among the thornbushes are also people who hear the message. But they start worrying about the needs of this life and are fooled by the desire to get rich. So the message gets choked out, and they never produce anything.","Nbem gusu de Nyɛmɛ nɔaniɛ n kabo alɛ­mbaa n tɔtɔɔri lɔlɔɛ nu n wɔ. Bu nya tiiri Nyɛmɛ nɔaniɛ ni, a ŋu ka bu sunsunni kɛrɛ wo deke bo bu yó na bu asiri káta su, na bu koro kabo bu yó na bu nyá ajɛkɛ kɛrɛ, na bu ahore bi fa kɔ durunya n nu neŋgem su, na Nyɛmɛ nɔaniɛ n koro da má bu ahore su na i yo juma. Bu ti ka alɛ­mbaa n bo i wura má mbaa n wɔ."
The seeds that fell on good ground are the people who hear and understand the message. They produce as much as,"Ama, nbem de Nyɛmɛ nɔaniɛ n kabo alɛ­mbaa n tɔtɔɔri asiɛn kpa su n wɔ. Bu nya tiiri Nyɛmɛ nɔaniɛ ni, na bu de i, na bu fa yo juma, na i yo kpɛrɛ beberebe.” Miɛɛnu fa kɔ wura mbaa fii­wa ni"
Jesus then told them this story: The kingdom of heaven is like what happened when a farmer scattered good seed in a field.,"Na Yesu abo bu miɛɛnu be bekun. I ŋa, “Kabo Nyɛmɛ Fɛmɛ bá niɛ i minɛm su yaa. Sɔnɔ be kɔ sandiiri nvoni i fiesu a."
