text,ref,Unnamed: 2,translated
"Dummelow ŋma lɛ kɛɔ akɛ : "" Naagbai ni hiɛdɔɔ yɔɔ mli yɛ nɛkɛ wiemɔi nɛɛ amli lɛ laajeɔ kwraa kɛ ayoo akɛ wɔ - Nuŋtsɔ lɛ ewieee nɔ kome he yɛ mli shi nibii enyɔ , ni akɛ klɛŋklɛŋ nɔ lɛ tamɔ nɔ ni ji enyɔ lɛ . . . .","Dummelow says : "" Many of the most serious difficulties of this great discourse disappear when it is realised that our Lord referred in it not to one event but to two , and that the first was typical of the second . . . .",,"“Dummelow said: ‘Now that we have finished the work, we can go home and rest— the night is very dark and we are still out here, but the stars are shining brightly.’ …"
"Dɔlɛ sane ji akɛ , "" gbɔmɛi fɔji "" yɛ je lɛŋ , ni oti ni ma amɛhiɛ ji ni amɛye gbekɛbii ni bɛ niiashikpamɔ ko lɛ awui .","Sadly , there are "" wicked men "" in this world who are bent on exploiting innocent children .",,"When night falls, they say “the fire is burning,” and it means we must keep the light alive so we are not left in darkness."
"Dɔlɛ sane ji akɛ , apasa tsɔ ̃ ɔlɔi komɛi alilɛi ha mra be mli Kristofoi komɛi tsi amɛhe kɛjɛ Nyɔŋmɔ he .","Regrettably , the tongues of false teachers turned some early Christians away from God .",,"When the day comes, we will gather together to pray for the Christians who are suffering before God."
"Dɔlɛ sane ji akɛ , yɛ afi 2004 lɛ , ayɔse akɛ John ená kansa .","Sadly , in 2004 , John was diagnosed with cancer .",,"Today is the year 2004, John and his wife."
EKOLƐ obaabi akɛ : ' Ani mɔ ko baanyɛ akase bɔ ni Yesu sara eha lɛ ?,YOU might wonder : ' Is it really possible to imitate Jesus ' example of watchfulness ?,,EKOLƐ says: “What shall we do now that Jesus has risen?”
EKOMEFEEMƆ ni yɔɔ Yehowa kɛ Yesu teŋ lɛ ehi shi kɛjɛ jeŋbɔɔ beebe .,Jehovah created Jesus before all other things .,,We thank Jehovah and Jesus for all the blessings they have given us.
"ENƐ ji yinɔsane mli nifeemɔ kɛha Maŋtsɛyeli shiɛlɔi 82,258 ni yɔɔ jɛmɛ lɛ kɛ mɛi 87,890 ni fata amɛhe kɛye Nuntsɔ lɛ Gbɛkɛnaashi Niyenii lɛ yɛ afi 1998 agbiɛnaa be mli lɛ . [","THIS was a historic event for the 82,258 Kingdom publishers there and the 87,890 who joined them to celebrate the Lord 's Evening Meal in the spring of 1998 .",,"In 1998, the total number of residents in Maŋtsangeli was 82,258, and it rose to 87,890, with the majority living in Nuntsɔ and Gbɛkɛnaashi Niyenii."
Eba akɛ wɔ fɛɛ wɔbaakase amɛ !,May each of us learn to do the same !,,"Welcome, you are here at Baakase today!"
Eba akɛ wɔhaŋ hekɛnɔfɔɔ ni bɛ lɛ afite wɔ kɛ Yehowa teŋ wekukpaa ni jara wa lɛ .,May we never allow any lack of trust on our part to damage our precious relationship with Jehovah .,,"May the Lord bless you and keep you, and may His love be upon you forever."
"Eba akɛ wɔɔbi gbɛtsɔɔmɔ hu kɛjɛ Nyɔŋmɔ mumɔ krɔŋkrɔŋ lɛ ŋɔɔ , ejaakɛ "" mɔ ni dũɔ nii yɛ lɛ diɛŋtsɛ eheloo mli lɛ , eheloo lɛ mli ebaakpa fitemɔ kɛjɛ ; shi mɔ ni dũɔ nii yɛ mumɔ mli lɛ , mumɔ lɛ mli nɔŋŋ ebaakpa naanɔ wala kɛjɛ . ""","May we also seek the guidance of God 's holy spirit , for "" he who is sowing with a view to his flesh will reap corruption from his flesh , but he who is sowing with a view to the spirit will reap everlasting life from the spirit . """,,"When the people gathered together to hear the words of the chief, they said, “If we do not follow the path that has been shown to us, we will be lost and fall into hardship; but if we follow the path that has been shown, we will be safe and will not encounter any difficulties.”"
Eba akɛ wɔɔjie nilee kpo ni wɔha wɔfɔlɔi aná miishɛɛ .,May we show wisdom and bring joy to our parents .,,"When you return tomorrow, we will meet again at the market."
"Ebaatsu Yehowa yiŋtoo kɛha shikpɔŋ nɛɛ kɛ adesai lɛ he nii kɛmɔ shi , ni akɛ fɛɛ baatse egbɛi ni yɔɔ krɔŋkrɔŋ fe fɛɛ lɛ he .","It will carry out to completion Jehovah 's purpose for the earth and humankind , all to the sanctification of his most holy name .",,"May Jehovah bless you and your family, keep you safe, and grant you a long life and good health."
Ebaatsɔ gbɛi ni etsɔ nɔ eye ebua Mose lɛ nɔŋŋ nɔ eye ebua bo .,In the same ways that he helped Moses .,,"When the child is born and the mother is there, the child will be taken away."
Ebaawa !,Not likely .,,Welcome!
"Ebi ehe akɛ , ' Ani nɛkɛ sɔŋŋ matsu nii yɛ biɛ ni miyaaa mihiɛ ?",' Why am I stuck in this dead - end job ? ' he asks himself .,,"What is this, and why are you saying it like that?"
Ebi mi kɛji miheɔ miyeɔ akɛ Nyɔŋmɔ baanyɛ ehã maná miniji enyɔ lɛ ekoŋŋ .,He asked me if I could imagine that God could let me have my two arms back again .,,"If I go there tomorrow, I will see Nyɔŋmɔ and we will talk together."
Ebiɔ hemɔkɛyeli dani ayoo akɛ Yehowa ji mɔ ni tsɔɔ eshikpɔŋ nɔ gbɛjianɔtoo lɛ nɔ etsɔɔ wɔ nii .,It takes faith to recognize that Jehovah is the one teaching us through his earthly organization .,,"May the Holy One be with you, and may Jehovah give you the strength to endure the trials that lie ahead."
"Ebɛ naakpɛɛ akɛ no hewɔ ni Yehowa efã akɛ , etsɛŋ ni akɛ Satan gbɛjianɔtoo muu lɛ fɛɛ baaba naagbee lɛ !",No wonder Jehovah has decreed that Satan 's entire organization will soon be brought to an end !,,"It is not right to think that Jehovah is the one who is being harmed, because Satan is trying to deceive the father and the mother."
