text,ref,Unnamed: 2,translated
"David Splane , ni lɛ hu eji Nɔyeli Kuu lɛ mlinyo lɛ ji mɔ ni kwɛ lala lɛ nɔ , ni etsɔɔ bɔ ni lala he hiaa ha yɛ jamɔ krɔŋŋ mli lɛ mli kuku .","Conducting the chorus was another Governing Body member , David Splane , who briefly discussed the importance music has in pure worship .",,"David Splane explained that the purpose of Christmas is to remember the birth of Jesus, and he emphasized how important it is to keep that thought in our minds."
David ewieee huhuuhu yɛ hegbɛ ni eshwe waa ákɛ ená ní akɛha mɔ kroko lɛ he .,David did not murmur because someone else was granted the privilege that he himself so earnestly desired .,,"David, what's going on? I heard that you and your mother had a serious argument yesterday."
"David le akɛ "" heloo lɛ wala yɛ elá lɛ mli . ""","David knew that "" the soul of the flesh is in the blood . """,,"David said ""hello to the people in the house."""
"David mli fu nuu niiatsɛ ni yɔɔ Natan sane lɛ mli lɛ , ni ekɛɛ akɛ : "" Gbii abɔ ni Yehowa hiɛ kã nɛɛ , nuu ni ye nɛkɛ sane nɛɛ , esa gbele ! ""","David became angry at the rich man of the story and said to Nathan : "" As Jehovah is living , the man doing this deserves to die ! """,,"David was in the stronghold, and the garrison of the Philistines was then in Bethlehem. And David said longingly, ""Oh that someone would give me water to drink from the well of Bethlehem that is by the gate!"""
"Diane kɛɛ : "" Mibɔ mɔdɛŋ akɛ maha ena anɔkwale lɛ he miishɛɛ bɔ ni manyɛ .",""" I tried to make the truth as attractive as possible , "" relates Diane .",,"Diane said: ""I want to know how my parents died and who killed them."""
"Dummelow ŋma lɛ kɛɔ akɛ : "" Naagbai ni hiɛdɔɔ yɔɔ mli yɛ nɛkɛ wiemɔi nɛɛ amli lɛ laajeɔ kwraa kɛ ayoo akɛ wɔ - Nuŋtsɔ lɛ ewieee nɔ kome he yɛ mli shi nibii enyɔ , ni akɛ klɛŋklɛŋ nɔ lɛ tamɔ nɔ ni ji enyɔ lɛ . . . .","Dummelow says : "" Many of the most serious difficulties of this great discourse disappear when it is realised that our Lord referred in it not to one event but to two , and that the first was typical of the second . . . .",,"Then Dummelow said: ""The reason why I am in this world is that I have been sent to tell you that God has taken away the sins of the world, and that whoever believes in Him will not perish but have everlasting life...."""
"Dɔlɛ sane ji akɛ , "" gbɔmɛi fɔji "" yɛ je lɛŋ , ni oti ni ma amɛhiɛ ji ni amɛye gbekɛbii ni bɛ niiashikpamɔ ko lɛ awui .","Sadly , there are "" wicked men "" in this world who are bent on exploiting innocent children .",,"The elders say, ""the world is tough,"" meaning that it is not our intention to have children and then leave them to suffer."
"Dɔlɛ sane ji akɛ , apasa tsɔ ̃ ɔlɔi komɛi alilɛi ha mra be mli Kristofoi komɛi tsi amɛhe kɛjɛ Nyɔŋmɔ he .","Regrettably , the tongues of false teachers turned some early Christians away from God .",,"The word of God says that, we should put all our trust in the Lord Jesus Christ and not in any other thing."
"Dɔlɛ sane ji akɛ , yɛ afi 2004 lɛ , ayɔse akɛ John ená kansa .","Sadly , in 2004 , John was diagnosed with cancer .",,"He said that in 2004, he was with John."
EKOLƐ obaabi akɛ : ' Ani mɔ ko baanyɛ akase bɔ ni Yesu sara eha lɛ ?,YOU might wonder : ' Is it really possible to imitate Jesus ' example of watchfulness ?,,The wicked king asked: 'Why are they doing this instead of killing Jesus?'
EKOMEFEEMƆ ni yɔɔ Yehowa kɛ Yesu teŋ lɛ ehi shi kɛjɛ jeŋbɔɔ beebe .,Jehovah created Jesus before all other things .,,EKOMEFEEMƆ praised Jehovah and Jesus very much in his speech.
"ENƐ ji yinɔsane mli nifeemɔ kɛha Maŋtsɛyeli shiɛlɔi 82,258 ni yɔɔ jɛmɛ lɛ kɛ mɛi 87,890 ni fata amɛhe kɛye Nuntsɔ lɛ Gbɛkɛnaashi Niyenii lɛ yɛ afi 1998 agbiɛnaa be mli lɛ . [","THIS was a historic event for the 82,258 Kingdom publishers there and the 87,890 who joined them to celebrate the Lord 's Evening Meal in the spring of 1998 .",,"The number of people living in the rural areas has increased from 82,258 to 87,890, according to the 2000 Population and Housing Census, compared to the 1998 figure."
Eba akɛ wɔ fɛɛ wɔbaakase amɛ !,May each of us learn to do the same !,,I am going to the market to buy some things!
Eba akɛ wɔhaŋ hekɛnɔfɔɔ ni bɛ lɛ afite wɔ kɛ Yehowa teŋ wekukpaa ni jara wa lɛ .,May we never allow any lack of trust on our part to damage our precious relationship with Jehovah .,,We must always be determined to remain loyal to Jehovah and to stick with his organization.
"Eba akɛ wɔɔbi gbɛtsɔɔmɔ hu kɛjɛ Nyɔŋmɔ mumɔ krɔŋkrɔŋ lɛ ŋɔɔ , ejaakɛ "" mɔ ni dũɔ nii yɛ lɛ diɛŋtsɛ eheloo mli lɛ , eheloo lɛ mli ebaakpa fitemɔ kɛjɛ ; shi mɔ ni dũɔ nii yɛ mumɔ mli lɛ , mumɔ lɛ mli nɔŋŋ ebaakpa naanɔ wala kɛjɛ . ""","May we also seek the guidance of God 's holy spirit , for "" he who is sowing with a view to his flesh will reap corruption from his flesh , but he who is sowing with a view to the spirit will reap everlasting life from the spirit . """,,"He said that the word of God is like a seed that is sown, because ""if it falls on good soil, the soil will yield a good harvest; but if it falls on rocky ground, it will yield nothing at all."""
Eba akɛ wɔɔjie nilee kpo ni wɔha wɔfɔlɔi aná miishɛɛ .,May we show wisdom and bring joy to our parents .,,The man who was walking alone on the road saw a snake.
"Ebaatsu Yehowa yiŋtoo kɛha shikpɔŋ nɛɛ kɛ adesai lɛ he nii kɛmɔ shi , ni akɛ fɛɛ baatse egbɛi ni yɔɔ krɔŋkrɔŋ fe fɛɛ lɛ he .","It will carry out to completion Jehovah 's purpose for the earth and humankind , all to the sanctification of his most holy name .",,"But Jehovah's loyal love is everlasting for those who fear him, and his righteousness extends to their children's children."
Ebaatsɔ gbɛi ni etsɔ nɔ eye ebua Mose lɛ nɔŋŋ nɔ eye ebua bo .,In the same ways that he helped Moses .,,He took the rod and gave it to Moses and gave him the power.
Ebaawa !,Not likely .,,Sorry!
"Ebi ehe akɛ , ' Ani nɛkɛ sɔŋŋ matsu nii yɛ biɛ ni miyaaa mihiɛ ?",' Why am I stuck in this dead - end job ? ' he asks himself .,,"My friend, why are you always so full of questions?"
Ebi mi kɛji miheɔ miyeɔ akɛ Nyɔŋmɔ baanyɛ ehã maná miniji enyɔ lɛ ekoŋŋ .,He asked me if I could imagine that God could let me have my two arms back again .,,I remember my mother told me that Nyɔŋmɔ also came to our house that day.
Ebiɔ hemɔkɛyeli dani ayoo akɛ Yehowa ji mɔ ni tsɔɔ eshikpɔŋ nɔ gbɛjianɔtoo lɛ nɔ etsɔɔ wɔ nii .,It takes faith to recognize that Jehovah is the one teaching us through his earthly organization .,,"Truly, it is beneficial for our health to remember that Jehovah is the one who gives us the strength to work and also provides us with food."
"Ebɛ naakpɛɛ akɛ no hewɔ ni Yehowa efã akɛ , etsɛŋ ni akɛ Satan gbɛjianɔtoo muu lɛ fɛɛ baaba naagbee lɛ !",No wonder Jehovah has decreed that Satan 's entire organization will soon be brought to an end !,,"What a wonderful thing that Jehovah did, saving us from Satan's terrible plot!"
